user_id,signup_date,source,plan_selected,trial_started,trial_start_date,activated,activation_days,converted_paid,conversion_date,mrr_usd,country,churned_30d
1189,2025-02-22,Google Ads,Pro,no,,TRUE,,FALSE,,0,Singapore,False
3734,2025-01-21,FB Ads,Pro,TRUE,2025-01-25,True,,no,,0,Singapore,True
4005,2025-01-11,Google Ads,Basic,TRUE,2025-01-12,FALSE,,no,,0,Singapore,false
5658,2025-02-08,google ads,Basic,yes,2025-02-16,False,,no,,0,MY,False
2899,2025-02-10,FB Ads,Enterprise,no,,True,,no,,0,Indonesia,true
2267,2025-01-04,FB Ads,Pro,yes,2025-01-07,False,,YES,2025-02-04,49,Singapore,false
2528,2025-01-25,GAds,Pro,TRUE,2025-02-02,True,,yes,2025-02-17,49.00,Singapore,True
4202,2025-02-01,FB Ads,Enterprise,yes,2025-01-30,False,,FALSE,,0,MY,False
4556,2025-01-30,FB Ads,Basic,yes,2025-01-31,True,,yes,2025-02-07,29.00,Malaysia,false
4890,2025-02-14,FB Ads,Enterprise,yes,2025-02-19,True,,no,,0,Malaysia,False
1646,2025-02-28,Google Ads,,yes,2025-03-05,FALSE,,no,,0,Indonesia,false
3888,2025-01-26,Organic,Basic,yes,2025-01-24,FALSE,,no,,0,SG,
3435,2025-02-26,LinkedIn,Pro,yes,2025-03-05,False,,no,,0,Indonesia,true
1600,2025-02-05,Google Ads,Pro,Yes,2025-02-03,TRUE,1.0,yes,2025-03-06,49,SG,true
3363,2025-02-20,Referral,Enterprise,Yes,2025-02-21,TRUE,2.0,FALSE,,0,Malaysia,true
3061,2025-02-03,Google Ads,Basic,Yes,2025-02-02,False,,FALSE,,0,MY,true
1241,2025-01-09,GAds,Pro,TRUE,2025-01-18,True,,no,,0,Malaysia,False
3041,2025-01-12,Organic,,no,,TRUE,,yes,2025-02-04,0,SG,false
3824,2025-01-02,LinkedIn,Enterprise,TRUE,2024-12-30,FALSE,,yes,2025-01-21,99.99,Malaysia,false
3612,2025-02-07,Google Ads,Enterprise,yes,2025-02-14,True,,yes,2025-03-03,99,Singapore,false
2363,2025-01-05,Google Ads,Pro,yes,2025-01-14,True,,no,,0,Singapore,False
2478,2025-01-05,google ads,Enterprise,yes,2025-01-02,False,,no,,0,Singapore,false
3556,2025-02-21,Google Ads,Basic,no,,FALSE,,no,,0,Indonesia,True
1775,2025-01-22,FB Ads,Pro,yes,2025-01-23,True,,no,,0,Singapore,False
5014,2025-01-05,Organic,Pro,false,,False,,FALSE,,0,Malaysia,false
1034,2025-02-28,FB Ads,Basic,yes,2025-02-27,False,,yes,2025-03-25,29,Malaysia,true
4152,2025-01-04,LinkedIn,Basic,Yes,2025-01-09,TRUE,18.0,no,,0,Malaysia,true
2955,2025-01-09,LinkedIn,Pro,false,,FALSE,,YES,2025-01-17,49,Indonesia,True
2585,2025-01-29,Organic,Basic,yes,2025-02-07,True,,FALSE,,0,Malaysia,True
4943,2025-01-22,Google Ads,Basic,Yes,2025-01-30,False,,YES,2025-01-30,29.00,MY,False
4073,2025-01-27,FB Ads,Basic,no,,True,,no,,0,Singapore,false
2021,2025-01-10,Referral,,yes,2025-01-09,True,,YES,2025-02-03,0,MY,False
4461,2025-01-16,Referral,Basic,TRUE,2025-01-15,False,,FALSE,,0,Singapore,True
3613,2025-02-11,Organic,Enterprise,Yes,2025-02-10,FALSE,,FALSE,,0,Singapore,True
4843,2025-02-11,Referral,Basic,no,,False,,yes,2025-02-24,NULL,Malaysia,True
2500,2025-02-20,Google Ads,Pro,false,,False,,no,,0,Malaysia,false
5798,2025-01-10,FB Ads,Pro,yes,2025-01-07,False,,YES,2025-01-26,49.00,Indonesia,False
1161,2025-01-06,Google Ads,Pro,no,,False,,no,,0,MY,False
5297,2025-02-18,LinkedIn,Enterprise,yes,2025-02-17,FALSE,,no,,0,Malaysia,False
2981,2025-01-05,LinkedIn,Pro,yes,2025-01-06,TRUE,10.0,no,,0,Singapore,true
1995,2025-02-27,LinkedIn,Pro,TRUE,2025-03-03,FALSE,,no,,0,Malaysia,True
5911,2025-01-06,Organic,Basic,false,,False,,no,,0,Malaysia,false
4342,2025-02-28,LinkedIn,Pro,false,,False,,no,,0,Malaysia,true
5551,2025-02-25,google ads,Pro,TRUE,2025-02-28,FALSE,,YES,2025-03-07,49,Malaysia,true
4798,2025-02-28,Google Ads,Basic,Yes,2025-03-08,TRUE,2.0,no,,0,Indonesia,True
2275,2025-02-16,Organic,Enterprise,no,,True,,no,,0,Malaysia,false
2016,2025-01-25,Google Ads,Enterprise,false,,FALSE,,FALSE,,0,SG,false
1337,2025-02-28,Google Ads,Basic,TRUE,2025-03-09,TRUE,-1.0,no,,0,Singapore,false
1878,2025-02-20,Google Ads,Enterprise,yes,2025-03-01,True,,no,,0,Malaysia,True
2076,2025-02-19,FB Ads,Pro,false,,TRUE,,yes,2025-03-01,49.00,Malaysia,true
5887,2025-01-04,Google Ads,Basic,false,,True,,no,,0,Malaysia,true
4993,2025-02-09,Organic,Basic,no,,TRUE,,FALSE,,0,MY,true
5859,2025-02-28,GAds,,yes,2025-03-07,False,,YES,2025-03-30,0,Indonesia,false
1379,2025-02-17,GAds,Pro,false,,True,,no,,0,Malaysia,True
1492,2025-02-01,Google Ads,Basic,no,,FALSE,,no,,0,Malaysia,True
3062,2025-02-25,Organic,Pro,Yes,2025-02-25,True,,yes,2025-03-24,59,SG,false
4884,2025-02-20,GAds,Pro,false,,TRUE,,no,,0,Indonesia,true
1064,2025-02-21,Organic,Pro,no,,False,,yes,2025-02-28,49,Singapore,false
3568,2025-02-04,LinkedIn,Pro,TRUE,2025-02-04,True,,FALSE,,0,MY,False
3027,2025-01-10,Referral,Pro,TRUE,2025-01-18,True,,no,,0,Singapore,false
3695,2025-02-03,Google Ads,Pro,yes,2025-02-03,TRUE,8.0,no,,0,MY,true
2495,2025-02-05,Organic,Enterprise,TRUE,2025-02-09,TRUE,15.0,yes,2025-02-13,99.99,SG,False
1391,2025-01-06,Google Ads,,yes,2025-01-10,True,,no,,0,MY,false
5514,2025-02-12,google ads,Pro,yes,2025-02-10,TRUE,12.0,no,,0,SG,False
5474,2025-02-15,GAds,Enterprise,false,,True,,no,,0,Singapore,false
4561,2025-01-16,FB Ads,Enterprise,yes,2025-01-19,FALSE,,YES,2025-02-01,99,Singapore,False
3278,2025-02-28,Google Ads,Basic,no,,FALSE,,no,,0,Singapore,true
4099,2025-02-22,GAds,Enterprise,TRUE,2025-03-02,TRUE,14.0,no,,0,Malaysia,false
1200,2025-01-19,GAds,Basic,TRUE,2025-01-26,False,,no,,0,MY,True
5875,2025-02-03,Google Ads,Basic,yes,2025-02-11,False,,FALSE,,0,SG,false
4104,2025-01-25,Organic,Pro,yes,2025-01-26,TRUE,14.0,yes,2025-02-15,49,MY,True
5598,2025-01-31,FB Ads,Pro,yes,2025-01-29,FALSE,,YES,2025-02-18,49,Singapore,false
3454,2025-02-18,FB Ads,Pro,yes,2025-02-27,FALSE,,no,,0,Singapore,false
4645,2025-02-10,google ads,Pro,no,,TRUE,,YES,2025-02-19,59,Indonesia,True
1804,2025-01-17,Google Ads,Basic,false,,False,,no,,0,MY,False
3731,2025-02-16,google ads,,no,,True,,yes,2025-02-26,0,Indonesia,False
3773,2025-01-30,Google Ads,Basic,false,,False,,FALSE,,0,Indonesia,false
2570,2025-02-08,Organic,Enterprise,TRUE,2025-02-07,False,,yes,2025-02-23,99,Malaysia,True
3690,2025-02-23,LinkedIn,Basic,TRUE,2025-03-02,True,,yes,2025-03-15,29.00,Singapore,false
4840,2025-02-24,Organic,Pro,yes,2025-02-27,True,,no,,0,Singapore,True
2028,2025-01-31,Referral,Pro,false,,False,,FALSE,,0,MY,True
1502,2025-01-19,Google Ads,Pro,yes,2025-01-21,True,,yes,2025-02-04,49,Malaysia,True
5493,2025-02-04,Organic,Basic,TRUE,2025-02-06,TRUE,17.0,no,,0,Malaysia,false
1870,2025-01-29,Organic,Basic,yes,2025-02-06,True,,no,,0,Singapore,false
5488,2025-02-28,google ads,Basic,TRUE,2025-03-03,True,,no,,0,Malaysia,false
1206,2025-01-01,Google Ads,Pro,yes,2025-01-03,False,,no,,0,Singapore,False
2484,2025-01-04,Referral,,yes,2025-01-11,True,,no,,0,Malaysia,false
1863,2025-01-28,Referral,Basic,TRUE,2025-01-26,TRUE,16.0,no,,0,Malaysia,False
3790,2025-01-18,Organic,Pro,yes,2025-01-22,TRUE,17.0,yes,2025-02-03,49,SG,true
1563,2025-01-26,Google Ads,Pro,yes,2025-01-29,False,,FALSE,,0,Malaysia,True
5191,2025-02-09,Google Ads,Basic,Yes,2025-02-11,False,,yes,2025-02-20,29,Malaysia,true
2757,2025-01-19,LinkedIn,Basic,Yes,2025-01-20,True,,no,,0,Singapore,false
2678,2025-02-24,LinkedIn,Basic,no,,TRUE,,FALSE,,0,Singapore,
4242,2025-02-24,Google Ads,Basic,TRUE,2025-03-03,TRUE,13.0,yes,2025-03-13,29.00,Malaysia,True
5636,2025-03-01,FB Ads,Basic,no,,FALSE,,yes,2025-04-03,29.00,MY,true
2059,2025-02-26,LinkedIn,Basic,yes,2025-02-28,False,,no,,0,Singapore,False
2722,2025-01-06,Referral,Basic,Yes,2025-01-05,False,,YES,2025-01-26,NULL,Singapore,True
4314,2025-01-01,google ads,Enterprise,TRUE,2024-12-30,False,,YES,2025-01-13,99,Indonesia,True
4157,2025-01-08,FB Ads,Enterprise,yes,2025-01-13,True,,YES,2025-01-25,99.99,Malaysia,True
3625,2025-02-02,Referral,Pro,yes,2025-01-30,False,,no,,0,Indonesia,true
3729,2025-02-20,GAds,Pro,TRUE,2025-02-18,FALSE,,FALSE,,0,Indonesia,false
2597,2025-02-12,Google Ads,Basic,TRUE,2025-02-19,TRUE,8.0,no,,0,Indonesia,false
4060,2025-01-21,google ads,Basic,yes,2025-01-27,False,,YES,2025-02-07,NULL,Indonesia,true
3693,2025-01-24,Organic,Basic,yes,2025-01-30,TRUE,19.0,no,,0,Malaysia,True
5891,2025-01-25,FB Ads,Pro,false,,True,,yes,2025-02-03,49,Indonesia,false
4627,2025-02-16,Referral,Enterprise,yes,2025-02-13,True,,no,,0,SG,false
2363,2025-02-24,LinkedIn,Basic,no,,TRUE,,yes,2025-03-15,29,Malaysia,True
2981,2025-02-26,google ads,Pro,no,,TRUE,,yes,2025-03-22,49.00,Singapore,false
2663,2025-02-12,LinkedIn,Pro,no,,FALSE,,no,,0,Singapore,false
2529,2025-01-19,LinkedIn,Enterprise,yes,2025-01-23,True,,yes,2025-02-12,149,Singapore,false
3038,2025-01-29,LinkedIn,Basic,yes,2025-01-29,TRUE,14.0,no,,0,Indonesia,True
4302,2025-02-22,Google Ads,Basic,no,,FALSE,,yes,2025-03-06,NULL,Singapore,True
3237,2025-01-10,GAds,Enterprise,yes,2025-01-12,True,,no,,0,Malaysia,False
2306,2025-02-25,FB Ads,Basic,yes,2025-03-04,TRUE,5.0,FALSE,,0,Malaysia,False
5029,2025-01-12,LinkedIn,Pro,yes,2025-01-13,TRUE,5.0,no,,0,MY,false
3675,2025-02-02,Organic,Enterprise,yes,2025-02-06,FALSE,,yes,2025-02-21,99,MY,false
2282,2025-02-25,FB Ads,Enterprise,false,,TRUE,,no,,0,Singapore,false
1709,2025-01-07,Referral,Basic,no,,True,,YES,2025-01-19,NULL,Malaysia,False
5744,2025-01-17,GAds,Basic,false,,False,,no,,0,MY,true
5413,2025-02-27,FB Ads,Basic,TRUE,2025-03-05,TRUE,20.0,no,,0,Malaysia,false
4748,2025-03-01,FB Ads,Pro,yes,2025-03-04,False,,YES,2025-03-19,49.00,Malaysia,true
5779,2025-01-10,Organic,Pro,TRUE,2025-01-07,FALSE,,yes,2025-01-23,59,Singapore,True
1663,2025-01-31,Google Ads,,yes,2025-02-04,True,,no,,0,Malaysia,false
2998,2025-03-01,Google Ads,Pro,yes,2025-03-01,False,,yes,2025-03-21,49,Indonesia,false
4445,2025-01-06,Organic,Pro,yes,2025-01-09,True,,yes,2025-01-21,59,Singapore,false
4743,2025-01-17,Referral,Basic,TRUE,2025-01-16,TRUE,9.0,yes,2025-01-26,NULL,MY,
2495,2025-02-19,GAds,Basic,yes,2025-02-17,TRUE,12.0,no,,0,MY,True
4304,2025-02-06,Google Ads,Basic,no,,True,,YES,2025-02-27,29,Singapore,false
4763,2025-01-18,Google Ads,Basic,no,,TRUE,,no,,0,Singapore,true
2853,2025-01-26,Google Ads,Enterprise,yes,2025-01-23,True,,no,,0,SG,false
5659,2025-02-18,LinkedIn,Pro,Yes,2025-02-24,FALSE,,no,,0,Malaysia,true
2291,2025-02-23,LinkedIn,Basic,false,,FALSE,,no,,0,Indonesia,true
4581,2025-01-16,FB Ads,Pro,no,,True,,no,,0,SG,false
4457,2025-01-08,Google Ads,Basic,no,,True,,FALSE,,0,Indonesia,
2636,2025-01-24,LinkedIn,Basic,yes,2025-01-25,True,,yes,2025-02-06,29,Malaysia,false
4696,2025-01-13,LinkedIn,Enterprise,yes,2025-01-20,FALSE,,no,,0,Malaysia,false
3999,2025-01-29,Google Ads,Enterprise,yes,2025-01-28,TRUE,1.0,FALSE,,0,Singapore,false
4152,2025-02-01,Organic,Basic,Yes,2025-02-08,True,,no,,0,Indonesia,false
1698,2025-01-24,Google Ads,Pro,Yes,2025-01-23,False,,no,,0,Malaysia,true
3160,2025-01-16,Referral,Pro,false,,True,,no,,0,Singapore,false
5097,2025-01-11,Organic,Basic,yes,2025-01-15,False,,no,,0,Malaysia,true
5737,2025-02-01,LinkedIn,Pro,no,,TRUE,,yes,2025-02-14,49,Indonesia,true
1854,2025-01-06,Google Ads,Basic,yes,2025-01-03,False,,yes,2025-02-05,29.00,SG,False
4474,2025-02-28,google ads,Basic,Yes,2025-03-09,True,,yes,2025-03-27,NULL,Malaysia,false
2707,2025-02-04,Organic,Basic,Yes,2025-02-02,False,,YES,2025-03-01,NULL,Malaysia,false
3777,2025-02-02,google ads,Basic,yes,2025-01-30,FALSE,,no,,0,MY,True
2733,2025-01-18,Referral,Basic,false,,True,,YES,2025-02-20,29,Singapore,true
5931,2025-02-06,GAds,Basic,Yes,2025-02-09,True,,yes,2025-03-11,29,Singapore,
4510,2025-01-13,GAds,Pro,no,,True,,YES,2025-01-21,49.00,Indonesia,
1202,2025-01-10,FB Ads,Pro,no,,FALSE,,no,,0,Indonesia,False
4255,2025-02-06,Referral,Basic,no,,FALSE,,yes,2025-03-04,29,MY,
5218,2025-01-26,GAds,Basic,TRUE,2025-01-26,True,,no,,0,Malaysia,false
5496,2025-02-15,FB Ads,Basic,TRUE,2025-02-14,False,,FALSE,,0,MY,false
1766,2025-01-17,google ads,Enterprise,yes,2025-01-16,FALSE,,no,,0,Singapore,False
5389,2025-01-01,Google Ads,Basic,TRUE,2025-01-07,FALSE,,no,,0,Singapore,True
3327,2025-01-25,Google Ads,Enterprise,no,,False,,no,,0,Malaysia,True
3931,2025-02-03,Organic,Basic,yes,2025-02-10,True,,no,,0,Malaysia,true
1197,2025-02-08,LinkedIn,Enterprise,false,,FALSE,,yes,2025-03-14,149,Singapore,false
2930,2025-01-10,Organic,Basic,no,,TRUE,,no,,0,Singapore,false
4582,2025-01-20,Referral,Basic,no,,True,,no,,0,Singapore,true
1608,2025-01-07,LinkedIn,Pro,yes,2025-01-06,FALSE,,YES,2025-02-06,49.00,Malaysia,True
4272,2025-02-25,LinkedIn,Pro,Yes,2025-02-23,TRUE,5.0,yes,2025-03-17,49.00,Malaysia,false
2147,2025-01-16,Google Ads,Pro,yes,2025-01-17,True,,no,,0,Malaysia,True
5282,2025-02-06,Organic,Basic,false,,FALSE,,no,,0,SG,true
4397,2025-01-29,FB Ads,Basic,yes,2025-01-26,FALSE,,no,,0,MY,False
3511,2025-03-01,LinkedIn,Pro,yes,2025-03-02,FALSE,,no,,0,MY,False
2794,2025-01-12,Google Ads,Enterprise,yes,2025-01-18,True,,YES,2025-01-23,99,Malaysia,True
1659,2025-01-17,Organic,,Yes,2025-01-21,TRUE,12.0,no,,0,MY,true
3811,2025-02-17,Organic,Pro,Yes,2025-02-20,TRUE,2.0,no,,0,MY,True
2369,2025-01-20,FB Ads,Basic,TRUE,2025-01-27,FALSE,,YES,2025-01-27,NULL,Indonesia,False
2986,2025-01-26,LinkedIn,Basic,no,,TRUE,,FALSE,,0,Indonesia,false
1146,2025-02-17,Referral,Enterprise,yes,2025-02-16,True,,yes,2025-03-07,99,SG,True
4219,2025-01-19,google ads,Enterprise,false,,False,,FALSE,,0,MY,true
3911,2025-02-27,Google Ads,Enterprise,TRUE,2025-03-08,True,,no,,0,Singapore,True
2734,2025-02-16,LinkedIn,Pro,yes,2025-02-24,TRUE,19.0,no,,0,SG,true
2843,2025-01-12,Google Ads,Enterprise,false,,TRUE,,FALSE,,0,Malaysia,false
1488,2025-01-21,FB Ads,Enterprise,yes,2025-01-26,TRUE,7.0,FALSE,,0,Singapore,false
3976,2025-02-11,FB Ads,Pro,false,,TRUE,,yes,2025-03-01,59,MY,true
2959,2025-02-27,FB Ads,Pro,false,,FALSE,,no,,0,MY,False
3385,2025-02-23,Google Ads,Basic,TRUE,2025-03-02,TRUE,18.0,FALSE,,0,MY,True
3919,2025-02-03,FB Ads,Pro,yes,2025-02-09,False,,no,,0,Singapore,True
5736,2025-01-07,google ads,,TRUE,2025-01-16,False,,yes,2025-02-01,0,MY,false
2802,2025-02-14,FB Ads,Basic,false,,True,,FALSE,,0,Malaysia,True
5061,2025-02-04,LinkedIn,Pro,TRUE,2025-02-07,TRUE,17.0,yes,2025-03-03,49,Singapore,false
4369,2025-01-15,GAds,Basic,false,,False,,no,,0,MY,false
1262,2025-01-01,Google Ads,Enterprise,TRUE,2024-12-29,TRUE,16.0,no,,0,Malaysia,true
1623,2025-01-26,Organic,Pro,yes,2025-01-28,TRUE,12.0,no,,0,MY,false
2016,2025-02-04,google ads,Enterprise,yes,2025-02-04,FALSE,,yes,2025-03-04,149,Malaysia,true
4643,2025-01-25,LinkedIn,Pro,TRUE,2025-01-27,FALSE,,yes,2025-02-02,59,Malaysia,false
5976,2025-02-11,FB Ads,Basic,false,,FALSE,,yes,2025-03-13,29,Indonesia,False
3049,2025-02-28,LinkedIn,Basic,yes,2025-02-27,TRUE,3.0,YES,2025-03-19,29,Singapore,False
4723,2025-02-28,Referral,Pro,yes,2025-03-01,TRUE,6.0,no,,0,MY,false
5548,2025-01-15,FB Ads,Basic,yes,2025-01-14,False,,YES,2025-02-02,NULL,Indonesia,false
4108,2025-01-22,google ads,Pro,TRUE,2025-01-25,FALSE,,no,,0,MY,false
5090,2025-02-28,Organic,Basic,TRUE,2025-03-01,TRUE,3.0,yes,2025-03-29,29.00,Malaysia,false
3056,2025-01-06,Google Ads,Enterprise,TRUE,2025-01-06,FALSE,,FALSE,,0,MY,false
4170,2025-02-21,Google Ads,Basic,yes,2025-02-27,TRUE,6.0,yes,2025-03-22,29.00,Indonesia,false
2682,2025-01-15,Google Ads,Enterprise,Yes,2025-01-18,True,,no,,0,Singapore,false
3255,2025-01-24,Google Ads,Pro,false,,TRUE,,YES,2025-02-26,59,Singapore,False
2154,2025-01-21,FB Ads,Basic,yes,2025-01-24,True,,yes,2025-02-03,29,Malaysia,true
5499,2025-01-07,FB Ads,Pro,yes,2025-01-13,True,,yes,2025-02-03,49.00,Malaysia,false
4191,2025-02-26,google ads,Enterprise,TRUE,2025-03-03,False,,FALSE,,0,Singapore,true
2696,2025-01-29,Google Ads,Pro,no,,TRUE,,no,,0,Malaysia,True
4991,2025-02-01,Referral,Basic,yes,2025-01-31,FALSE,,no,,0,Malaysia,True
5723,2025-02-01,Referral,,no,,False,,FALSE,,0,Indonesia,True
5682,2025-02-22,GAds,Basic,yes,2025-03-01,True,,FALSE,,0,Malaysia,True
2648,2025-02-28,Organic,Basic,yes,2025-03-07,False,,yes,2025-03-08,29,Malaysia,True
2445,2025-01-05,Organic,Pro,Yes,2025-01-11,False,,yes,2025-01-19,49.00,Malaysia,true
5199,2025-01-04,Referral,Basic,false,,True,,YES,2025-01-29,29,MY,true
4923,2025-01-22,LinkedIn,Pro,Yes,2025-01-26,TRUE,5.0,yes,2025-02-16,49.00,MY,True
1253,2025-01-18,Google Ads,Pro,TRUE,2025-01-21,True,,no,,0,MY,true
4183,2025-02-04,LinkedIn,Pro,yes,2025-02-09,True,,no,,0,Indonesia,True
3557,2025-01-17,Google Ads,Basic,Yes,2025-01-15,True,,no,,0,Malaysia,true
1098,2025-02-19,Organic,Pro,yes,2025-02-21,True,,no,,0,Singapore,
3200,2025-02-19,FB Ads,Pro,TRUE,2025-02-20,True,,FALSE,,0,MY,true
3961,2025-02-25,LinkedIn,Pro,TRUE,2025-02-24,True,,yes,2025-03-21,49,MY,False
5973,2025-01-24,Google Ads,Enterprise,false,,FALSE,,no,,0,Indonesia,false
5433,2025-01-02,FB Ads,Basic,TRUE,2025-01-05,TRUE,13.0,no,,0,Singapore,false
4777,2025-01-13,google ads,Pro,TRUE,2025-01-14,False,,no,,0,Singapore,False
3869,2025-02-23,google ads,Pro,TRUE,2025-02-25,False,,yes,2025-03-03,49,Malaysia,false
4234,2025-01-15,FB Ads,Pro,no,,True,,no,,0,Malaysia,false
4791,2025-01-05,Google Ads,Pro,false,,TRUE,,FALSE,,0,Malaysia,true
1956,2025-01-03,FB Ads,Basic,false,,TRUE,,YES,2025-01-11,29.00,Singapore,true
5067,2025-02-06,FB Ads,Basic,TRUE,2025-02-06,TRUE,7.0,yes,2025-02-25,29.00,Malaysia,true
1160,2025-02-06,Organic,Pro,TRUE,2025-02-09,TRUE,6.0,YES,2025-02-18,49,MY,True
5493,2025-02-06,FB Ads,Pro,yes,2025-02-15,FALSE,,yes,2025-02-20,59,MY,true
2300,2025-01-03,FB Ads,Basic,false,,TRUE,,YES,2025-01-28,29,Indonesia,false
5911,2025-02-04,GAds,Pro,yes,2025-02-13,TRUE,5.0,FALSE,,0,MY,false
4987,2025-02-21,LinkedIn,Enterprise,yes,2025-02-24,True,,no,,0,Indonesia,true
2527,2025-01-23,FB Ads,Basic,TRUE,2025-01-24,False,,yes,2025-02-04,NULL,Singapore,True
2218,2025-03-01,FB Ads,,yes,2025-03-04,TRUE,11.0,no,,0,MY,
5496,2025-01-28,Referral,Basic,no,,FALSE,,yes,2025-02-22,29.00,Singapore,False
5735,2025-03-01,google ads,Pro,false,,False,,no,,0,Malaysia,
4104,2025-01-30,FB Ads,Pro,TRUE,2025-02-02,False,,yes,2025-02-14,59,Indonesia,True
3735,2025-01-18,Referral,Basic,yes,2025-01-24,FALSE,,yes,2025-02-08,29,Singapore,true
5555,2025-02-27,Google Ads,Enterprise,TRUE,2025-03-08,FALSE,,no,,0,MY,True
1954,2025-02-21,Organic,Pro,Yes,2025-02-25,TRUE,20.0,FALSE,,0,SG,true
5565,2025-02-05,FB Ads,Basic,yes,2025-02-12,TRUE,4.0,no,,0,MY,false
4446,2025-02-02,LinkedIn,Pro,no,,FALSE,,no,,0,MY,False
2045,2025-01-26,Referral,Pro,yes,2025-01-23,FALSE,,yes,2025-02-18,49.00,MY,False
2693,2025-02-17,google ads,,false,,True,,no,,0,Indonesia,false
4436,2025-02-09,Organic,Basic,false,,TRUE,,no,,0,SG,false
1562,2025-01-17,GAds,Basic,no,,True,,FALSE,,0,Indonesia,True
3485,2025-02-09,FB Ads,Basic,TRUE,2025-02-09,TRUE,8.0,yes,2025-03-10,29.00,MY,true
4354,2025-01-07,Organic,Pro,TRUE,2025-01-14,True,,yes,2025-01-21,59,MY,
1225,2025-02-26,Google Ads,Pro,no,,True,,yes,2025-03-13,49.00,Malaysia,false
5893,2025-01-08,Organic,,false,,True,,FALSE,,0,Malaysia,True
1959,2025-02-22,google ads,Pro,false,,TRUE,,no,,0,Malaysia,True
5548,2025-02-25,google ads,Enterprise,false,,TRUE,,YES,2025-03-08,99.99,Indonesia,false
4067,2025-01-31,Google Ads,,Yes,2025-01-28,TRUE,17.0,no,,0,MY,false
1815,2025-02-28,google ads,Basic,yes,2025-02-27,True,,FALSE,,0,Malaysia,False
5754,2025-02-27,Google Ads,Basic,yes,2025-03-03,TRUE,13.0,yes,2025-03-11,29,MY,false
5642,2025-01-12,Organic,Basic,TRUE,2025-01-21,True,,yes,2025-02-08,29.00,SG,true
4120,2025-02-17,Organic,Basic,Yes,2025-02-25,TRUE,14.0,YES,2025-03-21,29,Singapore,true
1016,2025-01-31,Google Ads,Pro,TRUE,2025-02-03,FALSE,,no,,0,Indonesia,True
2243,2025-02-13,Google Ads,Basic,TRUE,2025-02-12,True,,no,,0,Indonesia,false
3205,2025-01-19,Organic,Basic,Yes,2025-01-19,FALSE,,no,,0,MY,True
3524,2025-01-10,FB Ads,Basic,yes,2025-01-08,TRUE,20.0,no,,0,Malaysia,false
2069,2025-02-08,Google Ads,Basic,false,,True,,FALSE,,0,Singapore,False
4444,2025-01-12,FB Ads,Basic,no,,True,,FALSE,,0,MY,false
3565,2025-01-20,FB Ads,Basic,false,,TRUE,,yes,2025-02-16,NULL,SG,true
