user_id,signup_date,source_std,plan_selected,trial_started_std,trial_start_date,activated_std,activation_days,converted_paid_std,conversion_date,mrr_std,country_std,churned_30d_std,row_num,is_trial,is_activated,is_converted
1027,2025-01-05,FB ads,Enterprise,0,,0,,1,2025-01-27,149,Malaysia,1,1,0,0,0
1027,2025-02-26,Others,,1,2025-02-27,0,,0,,0,Singapore,0,1,1,0,0
1028,2025-01-13,FB ads,Basic,0,,0,,1,2025-01-24,29,Singapore,1,1,0,0,0
1028,2025-01-17,Google Ads,Enterprise,1,2025-01-15,0,,0,,0,Malaysia,,1,1,0,0
1028,2025-02-02,Others,Basic,1,2025-02-06,1,6.0,0,,0,Malaysia,1,1,1,1,0
1029,2025-01-17,Organic,Pro,0,,0,,0,,0,Malaysia,,1,0,0,0
1030,2025-03-01,Others,Basic,0,,0,,0,,0,Singapore,0,1,0,0,0
1032,2025-01-28,Others,Basic,1,2025-01-29,0,,1,2025-02-07,29,Malaysia,1,1,1,0,0
1034,2025-02-28,FB ads,Basic,1,2025-02-27,0,,1,2025-03-25,29,Malaysia,1,1,1,0,0
1035,2025-01-17,Others,Pro,1,2025-01-24,1,,0,,0,Malaysia,0,1,1,0,0
1036,2025-01-10,Referral,Pro,1,2025-01-15,0,,0,,0,Malaysia,0,1,1,0,0
1037,2025-02-07,Google Ads,Pro,1,2025-02-08,1,,0,,0,Malaysia,0,1,1,0,0
1038,2025-02-11,FB ads,Pro,1,2025-02-20,1,,1,2025-02-28,49,Malaysia,0,1,1,0,0
1038,2025-02-17,Others,Enterprise,1,2025-02-21,0,,1,2025-03-11,99,Malaysia,1,1,1,0,0
1040,2025-01-02,LinkedIn,Basic,1,2025-01-02,1,16.0,0,,0,Singapore,1,1,1,1,0
1040,2025-01-13,Others,Pro,0,,0,,1,2025-02-11,49,Singapore,0,1,0,0,0
1040,2025-01-31,FB ads,Pro,1,2025-02-03,1,3.0,0,,0,Malaysia,0,1,1,1,0
1042,2025-01-04,FB ads,Basic,1,2025-01-08,1,7.0,1,2025-01-11,29,Singapore,0,1,1,1,1
1042,2025-01-22,FB ads,Pro,1,2025-01-29,0,,0,,0,Singapore,0,1,1,0,0
1042,2025-01-24,Others,Pro,1,2025-01-30,1,,1,2025-02-16,49,Indonesia,1,1,1,0,0
1043,2025-02-23,Others,Basic,1,2025-02-28,1,,0,,0,Singapore,0,1,1,0,0
1044,2025-01-23,Others,Pro,1,2025-01-26,1,17.0,1,2025-02-10,59,Malaysia,0,1,1,1,1
1044,2025-02-04,FB ads,Pro,1,2025-02-03,0,,1,2025-02-15,59,Singapore,0,1,1,0,0
1045,2025-01-09,FB ads,Basic,1,2025-01-15,1,10.0,0,,0,Malaysia,0,1,1,1,0
1046,2025-01-17,Organic,Enterprise,1,2025-01-17,0,,1,2025-02-04,99,Malaysia,1,1,1,0,0
1048,2025-01-09,FB ads,Enterprise,1,2025-01-17,0,,0,,0,Singapore,0,1,1,0,0
1048,2025-02-26,Others,Enterprise,1,2025-03-04,1,,0,,0,Malaysia,0,1,1,0,0
1049,2025-01-14,LinkedIn,Basic,1,2025-01-17,1,12.0,1,2025-02-05,29,Singapore,1,1,1,1,1
1051,2025-01-08,Organic,Basic,1,2025-01-10,1,,0,,0,Malaysia,0,1,1,0,0
1051,2025-02-28,Others,Pro,1,2025-02-26,1,5.0,0,,0,Malaysia,1,1,1,1,0
1052,2025-01-05,Others,Pro,1,2025-01-07,1,,1,2025-01-13,59,Malaysia,1,1,1,0,0
1052,2025-01-13,LinkedIn,Basic,0,,0,,0,,0,Malaysia,1,1,0,0,0
1053,2025-01-07,Referral,Pro,1,2025-01-09,0,,0,,0,Singapore,0,1,1,0,0
1053,2025-01-10,Google Ads,Enterprise,1,2025-01-10,0,,0,,0,Singapore,1,1,1,0,0
1054,2025-01-13,LinkedIn,Pro,1,2025-01-13,1,13.0,0,,0,Singapore,0,1,1,1,0
1055,2025-02-13,Organic,Enterprise,0,,0,,0,,0,Singapore,1,1,0,0,0
1055,2025-02-24,Referral,Basic,1,2025-02-28,1,,0,,0,Indonesia,1,1,1,0,0
1056,2025-01-22,Others,Enterprise,0,,0,,0,,0,Singapore,0,1,0,0,0
1060,2025-01-21,LinkedIn,Pro,1,2025-01-24,1,,0,,0,Malaysia,1,1,1,0,0
1060,2025-02-13,Others,Pro,0,,0,,0,,0,Malaysia,1,1,0,0,0
1060,2025-02-15,FB ads,Pro,1,2025-02-16,1,17.0,1,2025-03-04,49,Malaysia,0,1,1,1,1
1060,2025-02-19,FB ads,Basic,1,2025-02-19,1,3.0,0,,0,Singapore,0,1,1,1,0
1060,2025-02-22,FB ads,Pro,1,2025-02-27,0,,1,2025-03-20,49,Malaysia,1,1,1,0,0
1062,2025-02-19,Others,,1,2025-02-27,1,16.0,0,,0,Singapore,0,1,1,1,0
1064,2025-01-30,LinkedIn,Basic,1,2025-01-30,0,,0,,0,Malaysia,1,1,1,0,0
1064,2025-02-21,Organic,Pro,0,,0,,1,2025-02-28,49,Singapore,0,1,0,0,0
1065,2025-01-09,Others,Basic,1,2025-01-06,0,,0,,0,Singapore,0,1,1,0,0
1066,2025-02-04,Others,Enterprise,1,2025-02-02,0,,0,,0,Malaysia,0,1,1,0,0
1067,2025-01-12,Referral,Basic,1,2025-01-14,0,,0,,0,Indonesia,1,1,1,0,0
1067,2025-02-16,Others,Enterprise,1,2025-02-18,0,,0,,0,Malaysia,1,1,1,0,0
1067,2025-03-01,Organic,Basic,1,2025-03-08,1,6.0,0,,0,Indonesia,0,1,1,1,0
1069,2025-01-12,LinkedIn,Basic,1,2025-01-17,1,,1,2025-01-29,29,Malaysia,0,1,1,0,0
1069,2025-03-01,Google Ads,Pro,1,2025-03-02,1,20.0,1,2025-03-08,49,Malaysia,1,1,1,1,1
1071,2025-01-13,LinkedIn,Basic,1,2025-01-16,0,,1,2025-01-28,29,Malaysia,1,1,1,0,0
1071,2025-01-19,Organic,Pro,1,2025-01-22,1,5.0,1,2025-02-08,59,Malaysia,0,1,1,1,1
1071,2025-01-23,Others,Enterprise,1,2025-01-31,1,,1,2025-02-04,99,Malaysia,0,1,1,0,0
1071,2025-02-18,FB ads,Basic,0,,0,,0,,0,Malaysia,1,1,0,0,0
1072,2025-01-24,Others,Pro,1,2025-02-02,1,,1,2025-02-27,49,Indonesia,1,1,1,0,0
1072,2025-02-07,Organic,Basic,1,2025-02-09,1,0.0,1,2025-02-24,29,Singapore,0,1,1,1,1
1072,2025-02-09,Organic,Pro,1,2025-02-06,0,,0,,0,Malaysia,0,1,1,0,0
1072,2025-02-26,FB ads,Pro,1,2025-03-01,1,,1,2025-03-14,59,Singapore,0,1,1,0,0
1073,2025-01-08,Others,,1,2025-01-05,1,12.0,0,,0,Indonesia,0,1,1,1,0
1073,2025-01-13,Others,Basic,0,,0,,0,,0,Singapore,0,1,0,0,0
1074,2025-01-01,LinkedIn,Pro,1,2025-01-06,0,,0,,0,Malaysia,1,1,1,0,0
1074,2025-01-04,FB ads,Basic,1,2025-01-11,0,,0,,0,Singapore,,1,1,0,0
1074,2025-01-04,Others,Enterprise,1,2025-01-08,0,,0,,0,Indonesia,1,1,1,0,0
1074,2025-02-05,Others,Basic,1,2025-02-07,1,,0,,0,Indonesia,0,1,1,0,0
1077,2025-01-10,Others,Basic,1,2025-01-16,0,,1,2025-02-04,29,Malaysia,1,1,1,0,0
1077,2025-02-10,Referral,Basic,1,2025-02-17,1,15.0,0,,0,Indonesia,0,1,1,1,0
1078,2025-02-05,LinkedIn,Pro,1,2025-02-07,1,,1,2025-02-21,49,Indonesia,0,1,1,0,0
1078,2025-02-20,FB ads,Pro,1,2025-02-21,0,,0,,0,Malaysia,0,1,1,0,0
1080,2025-02-17,Others,Enterprise,1,2025-02-14,0,,0,,0,Singapore,1,1,1,0,0
1081,2025-01-26,Others,,1,2025-02-02,1,1.0,0,,0,Malaysia,1,1,1,1,0
1081,2025-02-02,Others,Pro,1,2025-01-31,0,,0,,0,Indonesia,0,1,1,0,0
1082,2025-02-25,Organic,Enterprise,1,2025-03-05,1,0.0,0,,0,Malaysia,0,1,1,1,0
1083,2025-01-19,Referral,Enterprise,1,2025-01-23,1,,1,2025-02-09,99,Malaysia,0,1,1,0,0
1084,2025-02-13,LinkedIn,Pro,0,,0,,0,,0,Singapore,0,1,0,0,0
1086,2025-02-17,LinkedIn,Enterprise,1,2025-02-16,1,,1,2025-03-05,99,Malaysia,1,1,1,0,0
1086,2025-02-27,FB ads,Enterprise,1,2025-03-05,0,,1,2025-03-13,99,Singapore,1,1,1,0,0
1087,2025-02-08,FB ads,Enterprise,1,2025-02-10,1,,0,,0,Indonesia,0,1,1,0,0
1089,2025-02-12,Google Ads,Basic,0,,0,,0,,0,Malaysia,1,1,0,0,0
1089,2025-02-19,Organic,Enterprise,1,2025-02-24,1,,0,,0,Malaysia,1,1,1,0,0
1090,2025-01-09,LinkedIn,Pro,1,2025-01-15,1,,0,,0,Singapore,0,1,1,0,0
1090,2025-02-07,Google Ads,Pro,1,2025-02-14,0,,0,,0,Indonesia,1,1,1,0,0
1091,2025-01-07,Others,Basic,1,2025-01-05,1,,1,2025-01-26,29,Singapore,1,1,1,0,0
1091,2025-02-23,Others,Enterprise,1,2025-02-24,1,,1,2025-03-11,99,Malaysia,0,1,1,0,0
1091,2025-02-26,LinkedIn,Basic,1,2025-03-07,1,6.0,1,2025-03-27,29,Malaysia,0,1,1,1,1
1093,2025-02-12,LinkedIn,Pro,1,2025-02-18,0,,0,,0,Singapore,0,1,1,0,0
1094,2025-02-13,FB ads,Pro,1,2025-02-15,0,,0,,0,Malaysia,1,1,1,0,0
1096,2025-02-14,LinkedIn,Basic,1,2025-02-19,0,,1,2025-03-16,29,Malaysia,0,1,1,0,0
1097,2025-01-16,Others,Basic,1,2025-01-14,0,,0,,0,Malaysia,0,1,1,0,0
1098,2025-02-19,Organic,Pro,1,2025-02-21,1,,0,,0,Singapore,,1,1,0,0
1104,2025-02-20,FB ads,Basic,1,2025-02-28,1,,0,,0,Singapore,0,1,1,0,0
1105,2025-01-02,LinkedIn,Basic,0,,0,,0,,0,Singapore,1,1,0,0,0
1105,2025-01-15,Others,Enterprise,1,2025-01-17,0,,1,2025-02-18,99,Singapore,0,1,1,0,0
1105,2025-02-02,Others,Pro,1,2025-02-03,1,,1,2025-02-12,59,Singapore,1,1,1,0,0
1105,2025-02-07,LinkedIn,Basic,1,2025-02-09,1,15.0,1,2025-03-08,29,Singapore,0,1,1,1,1
1106,2025-02-05,Organic,Basic,1,2025-02-12,0,,0,,0,Singapore,1,1,1,0,0
1108,2025-01-13,LinkedIn,Basic,1,2025-01-17,1,,0,,0,Malaysia,1,1,1,0,0
1109,2025-01-01,Referral,Enterprise,0,,0,,1,2025-01-21,99,Singapore,,1,0,0,0
1109,2025-01-15,LinkedIn,Basic,1,2025-01-17,0,,0,,0,Malaysia,0,1,1,0,0
1109,2025-01-18,FB ads,Enterprise,1,2025-01-19,0,,0,,0,Malaysia,1,1,1,0,0
1110,2025-01-14,Others,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
1113,2025-01-31,Referral,Basic,1,2025-01-29,1,0.0,0,,0,Singapore,0,1,1,1,0
1114,2025-01-29,LinkedIn,Enterprise,1,2025-02-02,1,7.0,1,2025-03-01,99,Singapore,1,1,1,1,1
1114,2025-02-19,LinkedIn,Pro,1,2025-02-24,1,,1,2025-03-24,49,Indonesia,1,1,1,0,0
1115,2025-01-15,FB ads,Basic,1,2025-01-24,0,,0,,0,Singapore,1,1,1,0,0
1115,2025-02-14,FB ads,Enterprise,1,2025-02-14,0,,1,2025-02-26,149,Malaysia,0,1,1,0,0
1115,2025-02-22,Others,Basic,1,2025-02-21,1,,1,2025-03-02,29,Singapore,0,1,1,0,0
1116,2025-01-18,Organic,Pro,1,2025-01-20,1,,1,2025-02-13,49,Malaysia,1,1,1,0,0
1117,2025-02-05,Referral,Basic,1,2025-02-04,0,,1,2025-02-22,29,Singapore,0,1,1,0,0
1118,2025-01-16,Organic,Enterprise,0,,0,,0,,0,Malaysia,0,1,0,0,0
1119,2025-02-28,Organic,Enterprise,1,2025-03-06,1,17.0,0,,0,Malaysia,0,1,1,1,0
1120,2025-01-17,Others,Pro,1,2025-01-20,1,1.0,1,2025-01-31,59,Malaysia,0,1,1,1,1
1120,2025-01-21,Google Ads,Pro,1,2025-01-28,1,14.0,1,2025-01-30,49,Indonesia,1,1,1,1,1
1121,2025-01-13,Others,Pro,1,2025-01-10,0,,1,2025-02-05,49,Singapore,0,1,1,0,0
1122,2025-01-17,FB ads,Pro,1,2025-01-25,0,,1,2025-01-31,49,Indonesia,0,1,1,0,0
1122,2025-02-22,LinkedIn,Basic,1,2025-02-20,0,,1,2025-03-24,29,Malaysia,1,1,1,0,0
1123,2025-01-26,Google Ads,Basic,1,2025-01-27,1,4.0,1,2025-02-24,29,Singapore,,1,1,1,1
1124,2025-02-28,Others,Pro,1,2025-02-25,1,,1,2025-03-21,49,Malaysia,1,1,1,0,0
1125,2025-01-04,Others,Basic,1,2025-01-09,1,0.0,1,2025-02-07,29,Malaysia,0,1,1,1,1
1126,2025-02-02,Referral,Pro,0,,0,,0,,0,Singapore,1,1,0,0,0
1127,2025-01-10,LinkedIn,Pro,1,2025-01-13,0,,0,,0,Malaysia,1,1,1,0,0
1127,2025-02-13,Others,Pro,1,2025-02-11,1,20.0,0,,0,Malaysia,1,1,1,1,0
1128,2025-02-03,Organic,Basic,1,2025-02-04,0,,1,2025-02-28,29,Indonesia,1,1,1,0,0
1128,2025-02-08,LinkedIn,Enterprise,1,2025-02-13,1,,0,,0,Indonesia,1,1,1,0,0
1128,2025-02-09,Referral,Basic,0,,0,,1,2025-02-17,29,Malaysia,,1,0,0,0
1128,2025-02-21,Referral,Enterprise,1,2025-03-02,1,,0,,0,Indonesia,1,1,1,0,0
1129,2025-02-19,LinkedIn,Basic,1,2025-02-27,1,,1,2025-03-08,29,Malaysia,0,1,1,0,0
1130,2025-02-12,FB ads,Pro,1,2025-02-13,1,,0,,0,Malaysia,,1,1,0,0
1130,2025-02-16,Others,,1,2025-02-16,0,,0,,0,Singapore,,1,1,0,0
1132,2025-02-20,FB ads,Basic,1,2025-02-27,1,2.0,0,,0,Indonesia,1,1,1,1,0
1133,2025-02-01,Others,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
1133,2025-02-12,Others,Enterprise,1,2025-02-20,1,14.0,0,,0,Singapore,1,1,1,1,0
1134,2025-01-14,Google Ads,Basic,1,2025-01-14,1,,0,,0,Singapore,1,1,1,0,0
1134,2025-02-09,Organic,Basic,1,2025-02-07,1,,0,,0,Singapore,0,1,1,0,0
1136,2025-01-02,FB ads,Enterprise,1,2025-01-01,0,,0,,0,Malaysia,1,1,1,0,0
1136,2025-02-19,Others,Pro,0,,0,,0,,0,Malaysia,1,1,0,0,0
1136,2025-02-20,Others,,1,2025-02-19,1,,0,,0,Indonesia,1,1,1,0,0
1137,2025-02-11,FB ads,Enterprise,1,2025-02-09,1,,0,,0,Malaysia,1,1,1,0,0
1138,2025-01-09,LinkedIn,Basic,1,2025-01-10,0,,0,,0,Malaysia,0,1,1,0,0
1139,2025-01-25,FB ads,Enterprise,1,2025-02-03,0,,0,,0,Singapore,1,1,1,0,0
1140,2025-02-19,Google Ads,Pro,0,,0,,0,,0,Malaysia,1,1,0,0,0
1140,2025-02-28,FB ads,Enterprise,1,2025-03-02,0,,0,,0,Singapore,0,1,1,0,0
1141,2025-01-29,FB ads,Pro,1,2025-01-31,0,,0,,0,Singapore,1,1,1,0,0
1142,2025-01-20,Others,Basic,1,2025-01-19,0,,0,,0,Singapore,0,1,1,0,0
1142,2025-01-22,LinkedIn,Basic,1,2025-01-30,0,,0,,0,Malaysia,1,1,1,0,0
1143,2025-01-09,Others,Pro,0,,0,,1,2025-01-30,59,Malaysia,1,1,0,0,0
1143,2025-01-21,FB ads,Basic,1,2025-01-21,1,17.0,0,,0,Malaysia,1,1,1,1,0
1143,2025-02-20,Organic,Pro,1,2025-02-21,1,,0,,0,Malaysia,1,1,1,0,0
1144,2025-01-05,Referral,Basic,1,2025-01-10,0,,1,2025-01-18,29,Indonesia,0,1,1,0,0
1145,2025-01-05,Others,Enterprise,1,2025-01-11,0,,0,,0,Singapore,0,1,1,0,0
1145,2025-02-24,Google Ads,Enterprise,1,2025-02-23,1,,0,,0,Malaysia,1,1,1,0,0
1145,2025-02-27,Others,Enterprise,1,2025-03-01,0,,1,2025-03-19,99,Singapore,1,1,1,0,0
1146,2025-02-14,FB ads,Pro,1,2025-02-20,0,,0,,0,Malaysia,1,1,1,0,0
1146,2025-02-16,Referral,Enterprise,1,2025-02-22,1,8.0,0,,0,Malaysia,1,1,1,1,0
1146,2025-02-17,Referral,Enterprise,1,2025-02-16,1,,1,2025-03-07,99,Singapore,1,1,1,0,0
1147,2025-01-13,LinkedIn,Pro,1,2025-01-16,0,,1,2025-02-07,59,Singapore,1,1,1,0,0
1147,2025-02-05,Others,Basic,1,2025-02-08,1,14.0,0,,0,Singapore,0,1,1,1,0
1148,2025-01-10,FB ads,Pro,1,2025-01-15,1,20.0,1,2025-01-25,49,Malaysia,1,1,1,1,1
1148,2025-02-11,FB ads,Pro,1,2025-02-16,0,,0,,0,Indonesia,1,1,1,0,0
1148,2025-02-17,Others,Pro,0,,0,,1,2025-03-23,59,Malaysia,1,1,0,0,0
1148,2025-02-21,Google Ads,Enterprise,1,2025-02-18,1,,0,,0,Malaysia,1,1,1,0,0
1148,2025-02-26,FB ads,Pro,1,2025-03-07,1,,1,2025-03-11,49,Indonesia,1,1,1,0,0
1151,2025-01-11,LinkedIn,Pro,1,2025-01-17,1,4.0,1,2025-01-31,49,Malaysia,1,1,1,1,1
1151,2025-01-14,Referral,,0,,0,,0,,0,Indonesia,0,1,0,0,0
1153,2025-01-03,Others,Basic,1,2025-01-02,0,,0,,0,Malaysia,0,1,1,0,0
1153,2025-01-15,Referral,Basic,1,2025-01-18,0,,0,,0,Malaysia,1,1,1,0,0
1153,2025-01-22,Others,Basic,1,2025-01-19,1,,1,2025-02-01,29,Singapore,1,1,1,0,0
1153,2025-02-03,Google Ads,Pro,1,2025-02-09,0,,0,,0,Malaysia,0,1,1,0,0
1153,2025-02-07,Organic,Enterprise,1,2025-02-08,1,5.0,0,,0,Singapore,0,1,1,1,0
1154,2025-01-07,Others,Pro,0,,0,,1,2025-01-19,49,Malaysia,0,1,0,0,0
1154,2025-01-08,LinkedIn,Pro,1,2025-01-12,0,,0,,0,Malaysia,1,1,1,0,0
1154,2025-02-17,Referral,Basic,1,2025-02-22,1,19.0,1,2025-03-06,29,Malaysia,1,1,1,1,1
1155,2025-01-27,Google Ads,Basic,1,2025-01-30,1,,0,,0,Malaysia,0,1,1,0,0
1155,2025-01-31,Google Ads,Pro,1,2025-01-30,0,,0,,0,Indonesia,0,1,1,0,0
1155,2025-02-12,Google Ads,Basic,1,2025-02-12,0,,0,,0,Singapore,0,1,1,0,0
1156,2025-02-04,LinkedIn,Basic,1,2025-02-05,1,,1,2025-03-07,29,Singapore,0,1,1,0,0
1158,2025-01-12,FB ads,Basic,1,2025-01-18,1,,1,2025-01-30,29,Malaysia,1,1,1,0,0
1158,2025-02-16,LinkedIn,Enterprise,1,2025-02-17,0,,1,2025-02-26,149,Malaysia,1,1,1,0,0
1160,2025-01-16,Others,Pro,0,,0,,0,,0,Singapore,1,1,0,0,0
1160,2025-02-06,Organic,Pro,1,2025-02-09,1,6.0,1,2025-02-18,49,Malaysia,1,1,1,1,1
1161,2025-01-06,Others,Pro,0,,0,,0,,0,Malaysia,0,1,0,0,0
1161,2025-01-16,Google Ads,Pro,1,2025-01-24,1,2.0,1,2025-02-07,59,Malaysia,0,1,1,1,1
1161,2025-01-19,Google Ads,Basic,1,2025-01-22,1,,1,2025-01-27,29,Singapore,0,1,1,0,0
1161,2025-02-20,LinkedIn,Pro,1,2025-03-01,0,,0,,0,Malaysia,1,1,1,0,0
1162,2025-01-07,LinkedIn,Enterprise,1,2025-01-04,0,,1,2025-01-14,99,Indonesia,0,1,1,0,0
1162,2025-01-20,Organic,Pro,1,2025-01-21,1,,1,2025-02-19,49,Malaysia,0,1,1,0,0
1163,2025-02-09,FB ads,Basic,1,2025-02-15,1,,1,2025-02-18,29,Singapore,1,1,1,0,0
1164,2025-02-08,Others,Pro,1,2025-02-17,1,4.0,1,2025-03-10,59,Malaysia,1,1,1,1,1
1165,2025-01-14,Others,Pro,0,,0,,0,,0,Singapore,1,1,0,0,0
1165,2025-02-09,FB ads,Basic,1,2025-02-11,0,,0,,0,Malaysia,1,1,1,0,0
1166,2025-02-02,Google Ads,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
1170,2025-01-07,Referral,Basic,1,2025-01-04,1,9.0,0,,0,Singapore,1,1,1,1,0
1171,2025-01-10,Organic,,1,2025-01-08,1,,0,,0,Malaysia,0,1,1,0,0
1171,2025-02-11,Others,Basic,1,2025-02-11,1,,1,2025-03-15,29,Indonesia,1,1,1,0,0
1171,2025-02-21,FB ads,Basic,1,2025-03-02,1,16.0,0,,0,Indonesia,1,1,1,1,0
1172,2025-01-29,FB ads,Basic,1,2025-01-28,1,13.0,0,,0,Indonesia,0,1,1,1,0
1173,2025-01-14,LinkedIn,Basic,1,2025-01-14,1,,0,,0,Singapore,1,1,1,0,0
1176,2025-02-08,FB ads,Basic,0,,0,,0,,0,Malaysia,0,1,0,0,0
1179,2025-01-22,Google Ads,Pro,1,2025-01-28,1,0.0,1,2025-02-19,49,Malaysia,0,1,1,1,1
1182,2025-01-30,Others,Basic,1,2025-02-07,1,20.0,1,2025-02-16,29,Malaysia,0,1,1,1,1
1183,2025-01-11,Google Ads,,1,2025-01-15,1,16.0,0,,0,Singapore,0,1,1,1,0
1184,2025-01-11,Referral,Pro,1,2025-01-10,1,,1,2025-01-29,59,Singapore,1,1,1,0,0
1186,2025-01-21,Others,Pro,1,2025-01-21,1,,1,2025-02-21,59,Malaysia,0,1,1,0,0
1186,2025-01-27,FB ads,Basic,0,,0,,1,2025-03-02,29,Malaysia,0,1,0,0,0
1186,2025-01-31,Referral,Basic,1,2025-02-05,0,,1,2025-03-04,29,Singapore,0,1,1,0,0
1186,2025-02-05,Google Ads,Enterprise,1,2025-02-03,0,,0,,0,Indonesia,0,1,1,0,0
1186,2025-02-12,LinkedIn,Enterprise,1,2025-02-21,1,18.0,0,,0,Malaysia,1,1,1,1,0
1187,2025-01-06,Referral,Basic,1,2025-01-07,0,,0,,0,Singapore,0,1,1,0,0
1189,2025-01-31,FB ads,Basic,1,2025-02-05,1,,0,,0,Singapore,1,1,1,0,0
1190,2025-01-07,FB ads,Basic,1,2025-01-13,1,14.0,0,,0,Malaysia,1,1,1,1,0
1190,2025-02-20,Referral,Basic,1,2025-02-27,1,,1,2025-03-10,29,Singapore,0,1,1,0,0
1191,2025-01-01,Google Ads,Basic,1,2024-12-29,1,,1,2025-02-04,29,Singapore,1,1,1,0,0
1191,2025-02-25,Others,Enterprise,0,,0,,1,2025-03-31,149,Indonesia,0,1,0,0,0
1192,2025-01-06,Others,Basic,1,2025-01-10,0,,0,,0,Malaysia,1,1,1,0,0
